id,title,status,modules,tests,source
P0-091,task kinds 至少包括：**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_checklist_contract.py;test_w5pro_clear_route.py;test_w5pro_corridor.py;test_w5pro_information.py;test_w5pro_planner.py;test_w5pro_safety.py;test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-092,所有 FOUND channel 必须进入 RemainingTaskPool。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-093,不能出现“FOUND 了，但 planner 当前没有任何关于它的任务”。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_planner.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-094,CLEAR-ready channel 必须始终有 CLEAR task。**,code_and_test_candidate,w5_geometry.py;w5pro_clear.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-095,未访问 hard backbone anchor 必须能生成 SEARCH/VERIFY task。**,code_and_test_candidate,w5_geometry.py;w5pro_backbone.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-096,task pool 每次 observation 后 `sync()`。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_checklist_contract.py;test_w5pro_clear_route.py;test_w5pro_corridor.py;test_w5pro_information.py;test_w5pro_planner.py;test_w5pro_safety.py;test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-097,任务状态属于 planner，不要修改物理 `ChannelStatus`。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_planner.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-100,每个 FOUND channel 计算 `dedicated_cost`.**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_corridor.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-101,检查未来 route 上每个 waypoint 是否能服务该 channel。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_corridor.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-102,"定义 `viable(channel, waypoint)`。**",code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_corridor.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-103,计算 route opportunity insertion cost。**,code_and_test_candidate,w5_geometry.py;w5pro_corridor.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_corridor.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-104,如果：**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_corridor.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-105,增加 `wait_age`。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-106,增加 `skipped_count`。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-107,初始 starvation limit 可设 6～8 planner decisions。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_planner.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-108,额外增加真实时间 starvation。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-109,一旦超过阈值，该任务 mandatory promotion。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-110,service 完成后 `mark_served()` 清零 debt。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-111,WAIT 不能改变 channel belief 状态。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_checklist_contract.py;test_w5pro_corridor.py;test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-112,必须日志记录每次 wait：**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-120,不要一开始删除原 task。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-121,新增 `SpatialStop`。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-122,对 SEARCH / REFINE / VERIFY candidate 做空间聚类。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-123,第一版可用 DBSCAN 或简单 radius clustering。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_clear_route.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-124,不要盲抄 Way4 的 1000m cluster radius。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_clear_route.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-125,只有真的存在共享服务时才生成 SpatialStop。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-126,clear target 可以 fold into nearby stop。**,code_and_test_candidate,w5_geometry.py;w5pro_clear.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_acceptance.py;test_w5pro_checklist_contract.py;test_w5pro_clear_route.py;test_w5pro_corridor.py;test_w5pro_information.py;test_w5pro_metrics.py;test_w5pro_planner.py;test_w5pro_safety.py;test_w5pro_scheduler.py;test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-127,内部移动必须真实计费。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-128,记录：**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_clear_route.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-129,SpatialStop 的 representative point 应 route-aware。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-130,同时评估未来路线，不只是 nearest member。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-140,新增 `W5ProPlanner`。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_planner.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_checklist_contract.py;test_w5pro_planner.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-141,第一版 horizon=1。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_planner.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-142,定义：**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_planner.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-143,Immediate cost 必须统一使用秒。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_checklist_contract.py;test_w5pro_planner.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-144,严禁出现部分 score 用 m、部分 score 用 s。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_planner.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-145,每种 action 预测 representative outcomes。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_planner.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-146,"默认 `outcome_mode=""robust""`。**",code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_planner.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-147,不要复制完整环境做 rollout tree。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_planner.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-148,每次只执行一个 macro，然后重新规划。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_planner.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-150,`J_clear`。**,code_and_test_candidate,w5_geometry.py;w5pro_clear.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_planner.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-151,`J_localize`。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_planner.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-152,`J_backbone`。**,code_and_test_candidate,w5_geometry.py;w5pro_backbone.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_planner.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-153,`J_sensing`。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_planner.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-154,`J_starvation`。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_planner.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-155,所有项单位必须为 seconds。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_planner.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-160,先实现 additive baseline：**,code_and_test_candidate,w5_geometry.py;w5_policy.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_clear_route.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-161,再实现 joint route。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_clear_route.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-162,对 localisation task 可先用 representative NBV point。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_clear_route.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-163,route synergy：**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_checklist_contract.py;test_w5pro_clear_route.py;test_w5pro_corridor.py;test_w5pro_nbv.py;test_w5pro_planner.py;test_w5pro_state_tasks.py;test_w5pro_tail_fallback.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-164,如果 joint proxy 反而比 additive 大，可先采用 Way4Pro 的 conservative cap：**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_clear_route.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-165,记录 route synergy。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_clear_route.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-166,SpatialStop ranking 必须真正吃到 route synergy。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_clear_route.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P1-170,新增三种 scheduler mode：**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_scheduler.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P1-171,EARLY。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_scheduler.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P1-172,如果为了 hard certificate 必须测某 channel，该 channel 标记 `must_include`。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py;w5pro_triangle_certificate.py,test_w5pro_scheduler.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P1-173,MID。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_scheduler.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P1-174,MID 初始 cap 可以 6。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_scheduler.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P1-175,VERIFICATION。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_scheduler.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P1-176,CLEARED 不再扫。**,code_and_test_candidate,w5_geometry.py;w5pro_clear.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_metrics.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P1-177,clear-ready channel 不继续无意义 refine。**,code_and_test_candidate,w5_geometry.py;w5pro_clear.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_scheduler.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P1-178,同一 waypoint 优先当前 radio channel，降低 switch。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_scheduler.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P1-179,实现 value decomposition。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_scheduler.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P1-180,第四问额外增加：**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_scheduler.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P1-181,scheduler 评分建议：**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_checklist_contract.py;test_w5pro_scheduler.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P1-182,计算 marginal sensing efficiency：**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_scheduler.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P1-183,但 hard-required channel 不得因为 \(\eta\) 低而被永久跳过。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_scheduler.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P1-190,不要到某点后一次性锁死 channel list。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_clear_route.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P1-191,支持显式 STOP。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_clear_route.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P1-192,STOP 只允许结束 soft optional scans。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_checklist_contract.py;test_w5pro_clear_route.py;test_w5pro_scheduler.py;test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P1-193,`must_include` hard scan 不允许被 STOP 掉。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_clear_route.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P1-194,观测到新 source 后立刻更新 candidate pool。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_clear_route.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P1-195,如果在一个 backbone point 上已经同时解决了多个 FOUND target，后续原计划任务必须失效重建。**,code_and_test_candidate,w5_geometry.py;w5pro_backbone.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_clear_route.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P1-200,记录 `clear_ready_time`.**,code_and_test_candidate,w5_geometry.py;w5pro_clear.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_clear_route.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
